Player,Team,Position,Age,Salary,KoH Team,GP,G,A,PIM,SOG,GWG,PPP,SHP,Hit,Blk,FOW
Brady Keeper,FLA,D,25,715000,FA,1,0,0,0,0,0,0,0,1,0,0
Colton Kehler,(N/A),C,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Cam Keith,STL,LW,40,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Keith,CGY,RW,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyler Kelleher,DAL,RW,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matthew Kellenberger,(N/A),D,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Keller,(N/A),LW,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan Keller,(N/A),RW,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Connor Kelley,CHI,D,19,500000,W (Mon),0,0,0,0,0,0,0,0,0,0,0
Aidan Kelly,(N/A),LW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dan Kelly,(N/A),D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Scott Kelman,(N/A),C,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brett Kemp,(N/A),C,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Philip Kemp,(N/A),D,22,700000,FA,0,0,0,0,0,0,0,0,0,0,0
T.J. Kemp,(N/A),D,40,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mario Kempe,LAK,C,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Hank Kempf,NYR,D,19,500000,W (Mon),0,0,0,0,0,0,0,0,0,0,0
Michal Kempny,WSH,D,30,1800000,FA,0,0,0,0,0,0,0,0,0,0,0
Joonas Kemppainen,BOS,LW,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ronalds Kenins,(N/A),LW,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Kennedy,(N/A),RW,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tim Kennedy,(N/A),LW,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyler Kennedy,(N/A),C,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ethan Keppen,VAN,LW,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Michael Keranen,(N/A),LW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Braidon Kerbs,(N/A),C,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nicolas Kerdiles,(N/A),LW,27,650000,SENS,0,0,0,0,0,0,0,0,0,0,0
Rory Kerins,CGY,C,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Blake Kessel,(N/A),D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Kessel,STL,D,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Michael Kesselring,EDM,D,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kale Kessy,WSH,LW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Josh Kestner,(N/A),RW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Juuso Ketola,(N/A),D,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Arsen Khisamutdinov,MTL,C,23,770000,FA,0,0,0,0,0,0,0,0,0,0,0
Patrick Khodorenko,NYR,C,22,925000,FA,0,0,0,0,0,0,0,0,0,0,0
Alex Khokhlachev,BOS,LW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ilya Khokhlov,(N/A),D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Vadim Khomitski,DAL,D,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ivan Khomutov,NJD,C,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alexander Khovanov,MIN,C,21,867500,TB,0,0,0,0,0,0,0,0,0,0,0
Marat Khusnutdinov,MIN,C,19,500000,SENS,0,0,0,0,0,0,0,0,0,0,0
Brenden Kichton,CAR,D,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Riley Kidney,MTL,C,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kameron Kielly,(N/A),RW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Kiersted,FLA,D,23,500000,FA,7,0,0,2,6,0,0,0,1,10,0
Tuomas Kiiskinen,(N/A),LW,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alex Kile,(N/A),LW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Killian,(N/A),D,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Lenni Killinen,CAR,RW,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Michael Kim,PIT,D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Kinch,SJS,D,41,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jakub Kindl,FLA,D,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Bryce Kindopp,ANA,RW,22,925000,FA,0,0,0,0,0,0,0,0,0,0,0
D.J. King,(N/A),LW,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dwight King,(N/A),LW,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jeff King,TOR,D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tristan King,(N/A),C,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Santtu Kinnunen,FLA,D,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Johannes Kinnvall,CGY,D,23,925000,FA,0,0,0,0,0,0,0,0,0,0,0
Geoff Kinrade,(N/A),D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tim Kirby,(N/A),D,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Clayton Kirichenko,LAK,D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Liam Kirk,ARI,LW,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Kirkland,CGY,C,24,700000,FA,0,0,0,0,0,0,0,0,0,0,0
Kirill Kirsanov,LAK,D,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Luke Kirwan,DET,LW,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alexander Kisakov,BUF,LW,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Bogdan Kiselevich,(N/A),D,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Scott Kishel,MTL,D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Julian Kislin,(N/A),D,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Maxim Kitsyn,(N/A),LW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Otto Kivenmaki,DET,C,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Teemu Kivihalme,TOR,D,26,700000,FA,0,0,0,0,0,0,0,0,0,0,0
Aron Kiviharju,(N/A),D,15,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tommi Kivisto,(N/A),D,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Semyon Kizimov,TOR,RW,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Simon Kjellberg,NYR,D,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Adam Klapka,(N/A),RW,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Linus Klasen,(N/A),LW,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Gabe Klassen,(N/A),LW,18,500000,W (Sat),0,0,0,0,0,0,0,0,0,0,0
Sam Klassen,(N/A),D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Oscar Klefbom,EDM,D,28,4500000,SK,0,0,0,0,0,0,0,0,0,0,0
Kevin Klein,(N/A),D,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Anton Klementyev,NYI,D,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jakub Klepis,(N/A),C,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyler Kleven,OTT,D,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Karel Klikorka,(N/A),D,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kelly Klima,(N/A),RW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kevin Klima,ARI,LW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Morgan Klimchuk,(N/A),LW,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Danila Klimovich,VAN,C,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Carl Klingberg,(N/A),LW,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Rob Klinkhammer,(N/A),C,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Kloos,(N/A),C,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Garrett Klotz,PHI,LW,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tomas Kloucek,(N/A),D,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kyle Klubertanz,(N/A),D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jordan Knackstedt,(N/A),RW,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Simon Knak,NSH,RW,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Samuel Knazko,CBJ,D,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dion Knelsen,(N/A),C,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Artemi Kniazev,SJS,D,20,792500,FA,0,0,0,0,0,0,0,0,0,0,0
William Knierim,(N/A),RW,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matthew Knies,TOR,LW,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Corban Knight,(N/A),C,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jared Knight,(N/A),C,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Eric Knodel,PHI,D,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nate Knoepke,(N/A),D,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Graham Knott,(N/A),LW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mike Knuble,(N/A),RW,49,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Igor Knyazev,(N/A),D,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Koalska,OTT,C,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Chuck Kobasew,(N/A),RW,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nikolas Koberstein,MTL,D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nikita Kochubeynik,(N/A),LW,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
David Koci,WPG,LW,40,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Cole Koepke,TBL,LW,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Filip Koffer,(N/A),RW,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dustin Kohn,(N/A),D,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mason Kohn,ARI,C,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ville Koistinen,(N/A),D,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Otto Koivula,NYI,LW,22,825000,ANH,0,0,0,0,0,0,0,0,0,0,0
Ville Koivunen,CAR,LW,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alexander Kojevnikov,(N/A),LW,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Denis Kokarev,(N/A),LW,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ignat Kokhanin,(N/A),LW,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mikko Kokkonen,TOR,D,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Krys Kolanos,(N/A),C,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Chad Kolarik,(N/A),C,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Milan Kolena,(N/A),LW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Juraj Kolnik,FLA,RW,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
David Kolomatis,(N/A),D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Sergei Kolosov,(N/A),D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kirill Koltsov,VAN,D,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Pavel Koltygin,NSH,C,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Vladislav Kolyachonok,FLA,D,20,792500,FA,0,0,0,0,0,0,0,0,0,0,0
Neil Komadoski,STL,D,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mike Komisarek,(N/A),D,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matthew Konan,(N/A),D,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jachym Kondelik,NSH,C,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Maxim Kondratiev,NYR,D,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jakub Konecny,BUF,C,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Zenon Konopka,BUF,C,40,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tim Konsorada,(N/A),RW,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Petri Kontiola,TOR,C,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jack Kopacka,OTT,LW,23,700000,FA,0,0,0,0,0,0,0,0,0,0,0
Tomas Kopecky,CHI,RW,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Levko Koper,WPG,LW,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Gasper Kopitar,(N/A),C,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Joona Koppanen,BOS,LW,23,725000,FA,0,0,0,0,0,0,0,0,0,0,0
Matthew Kopperud,(N/A),LW,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kaedan Korczak,VGK,D,20,792500,FA,0,0,0,0,0,0,0,0,0,0,0
Ryder Korczak,NYR,C,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jakub Koreis,(N/A),C,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Juho Korhonen,(N/A),D,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dmitry Korobov,(N/A),D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nikita Korostelyov,CBJ,RW,24,500000,MIN,0,0,0,0,0,0,0,0,0,0,0
Sergei Korostin,DAL,RW,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Lauri Korpikoski,(N/A),LW,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Egor Korshkov,CAR,RW,25,925000,SENS,0,0,0,0,0,0,0,0,0,0,0
Jakub Kos,FLA,LW,18,500000,W (Mon),0,0,0,0,0,0,0,0,0,0,0
Landon Kosior,(N/A),D,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Valtteri Koskela,(N/A),D,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jesse Koskenkorva,(N/A),C,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Scott Kosmachuk,(N/A),RW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ivan Kosorenkov,SJS,RW,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Yaroslav Kosov,FLA,LW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kalle Kossila,TOR,C,28,700000,BOS,0,0,0,0,0,0,0,0,0,0,0
Jan Kostalek,(N/A),D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dmitri Kostenko,MTL,D,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Michael Koster,TOR,D,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Klim Kostin,STL,C,22,832500,LAK,2,0,1,0,0,0,0,0,9,0,0
Andrei Kostitsyn,(N/A),RW,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Sergei Kostitsyn,NSH,LW,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Michael Kostka,(N/A),D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kasper Kotkansalo,DET,D,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Vladislav Kotkov,SJS,LW,21,780000,FA,0,0,0,0,0,0,0,0,0,0,0
Brenden Kotyk,(N/A),D,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Patrick Koudys,WSH,D,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Miles Koules,EDM,C,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Demetrios Koumontzis,CGY,LW,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dmitri Koutsomitis,(N/A),D,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Greg Koutsomitis,(N/A),RW,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Johnathan Kovacevic,WPG,D,24,792500,FA,0,0,0,0,0,0,0,0,0,0,0
Robin Kovacs,NYR,RW,24,742500,ANH,0,0,0,0,0,0,0,0,0,0,0
Ilya Kovalchuk,(N/A),LW,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nikolai Kovalenko,COL,RW,21,500000,MIN,0,0,0,0,0,0,0,0,0,0,0
Jan Kovar,NYI,C,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Lukas Kozak,(N/A),D,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Rich Kozak,(N/A),RW,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyson Kozak,BUF,C,18,500000,W (Mon),0,0,0,0,0,0,0,0,0,0,0
Andrew Kozek,(N/A),LW,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alexei Kozhevnikov,(N/A),D,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ivan Kozlov,(N/A),LW,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Slava Kozlov,(N/A),LW,49,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brandon Kozun,(N/A),RW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Milan Kraft,(N/A),C,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Lukas Krajicek,(N/A),D,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Filip Kral,TOR,D,21,775000,FA,0,0,0,0,0,0,0,0,0,0,0
Jami Krannila,(N/A),LW,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Pavel Kraskovsky,WPG,C,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Vadim Krasnoslobodtsev,(N/A),LW,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Renars Krastenbergs,(N/A),LW,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Adam Krause,PIT,C,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dennis Kravchenko,(N/A),C,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dru Krebs,WSH,D,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Peyton Krebs,VGK,LW,20,925000,BOS,4,0,1,0,1,0,0,0,4,1,6
Daniel Krejci,(N/A),D,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kamil Kreps,(N/A),C,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Danny Kristo,(N/A),RW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Artem Kriukov,BUF,C,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Staffan Kronwall,(N/A),D,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Maxim Krovyakov,(N/A),RW,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Krueger,(N/A),D,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Marcus Kruger,(N/A),C,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Bjorn Krupp,MIN,D,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brandon Kruse,VGK,LW,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alex Krushelnyski,CHI,LW,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Yevgeni Krutikov,(N/A),LW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Michael Krutil,(N/A),D,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Christian Krygier,NYI,D,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Cole Krygier,FLA,D,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Chad Krys,CHI,D,23,842500,FA,0,0,0,0,0,0,0,0,0,0,0
Tomas Kubalik,(N/A),RW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jeff Kubiak,NYI,C,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Simon Kubicek,(N/A),D,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Adam Kubik,(N/A),C,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kyle Kucharski,NJD,LW,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nikita Kucherov,TBL,RW,28,12000000,CLS,0,0,0,0,0,0,0,0,0,0,0
Vadim Kudako,(N/A),D,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tomas Kudelka,(N/A),D,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Patrick Kudla,ARI,D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan Kuffner,(N/A),LW,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dmitry Kugryshev,WSH,RW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tom Kuhnhackl,NYI,LW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan Kujawinski,(N/A),C,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kyle Kukkonen,ANA,RW,18,500000,W (Mon),0,0,0,0,0,0,0,0,0,0,0
Lasse Kukkonen,(N/A),D,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Miska Kukkonen,BUF,D,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Roman Kukumberg,(N/A),RW,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Arturs Kulda,(N/A),D,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Edgars Kulda,ARI,LW,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nikolay Kulemin,(N/A),LW,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jake Kulevich,EDM,D,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dmitry Kulikov,EDM,D,30,1150000,FA,48,0,4,28,51,0,0,0,93,49,0
Tomas Kundratek,(N/A),D,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Trevor Kuntar,BOS,C,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Cody Kunyk,(N/A),RW,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jackson Kunz,VAN,LW,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Sam Kurker,LAK,RW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Daniel Kurovsky,(N/A),LW,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
John Kurtz,(N/A),LW,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Luke Kutkevicius,DET,LW,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Zdenek Kutlak,(N/A),D,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Andrei Kuzmenko,(N/A),LW,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dmitri Kuzmin,WPG,D,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Vladimir Kuznetsov,(N/A),RW,23,500000,MIN,0,0,0,0,0,0,0,0,0,0,0
Yan Kuznetsov,CGY,D,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Marek Kvapil,(N/A),RW,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Michal Kvasnica,(N/A),LW,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
David Kvasnicka,(N/A),D,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
David Kveton,NYR,RW,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Oskar Kvist,(N/A),LW,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Rob Kwiet,BOS,D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Oliver Kylington,CGY,D,24,787500,FA,8,0,1,0,7,0,0,0,3,1,0
Milan Kytnar,(N/A),C,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Zachary L'Heureux,NSH,C,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Teemu Laakso,(N/A),D,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Oskari Laaksonen,BUF,D,22,792500,FA,0,0,0,0,0,0,0,0,0,0,0
Daniel Laatsch,PIT,D,19,500000,W (Mon),0,0,0,0,0,0,0,0,0,0,0
Roope Laavainen,CHI,D,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Joe Labate,OTT,C,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dylan Labbe,(N/A),D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Olivier Labelle,(N/A),RW,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Vincent Labelle,(N/A),C,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Pascal Laberge,PHI,C,23,775000,BOS,0,0,0,0,0,0,0,0,0,0,0
Samuel Laberge,(N/A),LW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dave Labrecque,PHI,C,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Hubert Labrie,(N/A),D,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Pierre-Cedric Labrie,(N/A),LW,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Shane Lachance,EDM,LW,17,500000,W (Mon),0,0,0,0,0,0,0,0,0,0,0
Jakub Lacka,(N/A),LW,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jackson LaCombe,ANA,D,20,500000,BOS,0,0,0,0,0,0,0,0,0,0,0
Simon Lacroix,NYI,D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tanner Laczynski,PHI,C,24,925000,BOS,5,0,0,0,6,0,0,0,5,1,11
Andrew Ladd,ARI,LW,35,4000000,FA,0,0,0,0,0,0,0,0,0,0,0
Paul LaDue,WSH,D,28,700000,FA,0,0,0,0,0,0,0,0,0,0,0
Alex Laferriere,LAK,RW,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mathias Laferriere,STL,RW,21,780000,FA,0,0,0,0,0,0,0,0,0,0,0
Sam Lafferty,PIT,C,26,700000,FA,34,0,6,25,33,0,0,0,89,11,55
Jean-Paul LaFontaine,(N/A),LW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jacob Lagace,(N/A),LW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Antoine Laganiere,(N/A),LW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
William Lagesson,EDM,D,25,700000,FA,19,0,2,9,11,0,0,0,15,14,0
Janne Lahti,(N/A),LW,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Severi Lahtinen,(N/A),LW,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brooks Laich,LAK,C,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kellan Lain,(N/A),LW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Quintin Laing,CGY,C,42,500000,FA,0,0,0,0,0,0,0,0,0,0,0
